index|lemma|human_readable_pos|definition|synset_key_name|example|new_sentence
12490|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"Every morning, he greets his coworkers with a warm smile and a chipper ""Good morning!"""
12491|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"Sarah greeted Mr. Anderson by saying ""Good morning"" with a cheerful tone in her voice."
12492|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I greeted my coworker with a friendly ""good morning"" as I walked in the door."
12493|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"She smiled and greeted him with a cheerful ""good morning,"" as she entered the office."
12494|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"She waved goodbye and offered a casual ""Good morning"" as she left the office."
12495|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"The joggers passed by and chirped ""Good morning!"" as they saw me walking the street."
12496|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I waved and greeted my coworker with a friendly ""good morning"" as we crossed paths in the hallway."
12497|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I always make sure to greet my coworkers with a cheerful ""good morning"" when I arrive at the office."
12498|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I greeted my neighbor with a cheery ""Good morning!"" as I opened the front door."
12499|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"As he passed by, I heard him say, ""good morning!"" in a cheerful greeting."
12500|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"He greeted his neighbor with a friendly ""Good morning!"" as they passed each other on the street."
12501|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I arrived at the office and greeted my coworkers with a cheerful ""good morning!""."
12502|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|I walk in every day and say good morning to my team members.
12503|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I greeted my neighbor with a cheerful ""good morning!"" as she headed out for her daily walk."
12504|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"He greeted his neighbor every morning with a cheerful ""good morning!"""
